trackId,trackName,artistName,albumName,popularity,genres,broad_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
7k7tjCyk20aL4XtSOHRKDM,2010,Kbubs,2010,0,stutter house,EDM,0.596,0.642,7,-4.307,1,0.0287,0.231,7.34E-05,0.168,0.325,100.036,194408,4
7kB4ZalpJf99nZgftlV73E,Feel My Love (feat. Joe Taylor) - Festival Mix,Lucas & Steve,Feel My Love (feat. Joe Taylor),33,"dutch house, edm, electro house, pop dance, progressive electro house",EDM,0.485,0.847,2,-5.292,1,0.0577,0.00256,1.50E-06,0.338,0.481,128.036,186562,4
7KT7VGnPU5QVXN3q1BOeqb,Higher Ground,ODESZA,A Moment Apart,62,"chillwave, edm, indietronica",EDM,0.629,0.852,1,-5.094,1,0.0521,0.0865,0.0215,0.263,0.415,104.997,215131,4
7KxFCQHFflx0ZlY9SPT5nW,When We're Gone,Mesto,When We're Gone,36,"dutch edm, future house, pop dance, pop edm, progressive electro house",EDM,0.558,0.784,7,-5.597,1,0.0336,0.0578,0.00456,0.105,0.377,125.015,206716,4
7KY4hAPXXg9aeYczem8JBo,Never Let You Go (feat. Sofia Reyes),Slushii,Never Let You Go (feat. Sofia Reyes),41,"brostep, edm, future bass, pop dance",EDM,0.67,0.672,1,-3.469,1,0.0923,0.192,5.13E-05,0.0926,0.643,165.075,162538,4
7m9fA6bABZiwXbpp46HDie,Don't Wanna Be Your Friend (feat. Katie Pearlman),ayokay,In the Shape of a Dream,45,"electropop, indie electropop, indie pop rap, indie poptimism",EDM,0.659,0.542,1,-5.459,0,0.0646,0.247,2.06E-06,0.073,0.236,170.034,153720,4
7mXNYEVh9FW72c12qBaO3p,Only You,Alesso,Only You,62,"dance pop, edm, pop, pop dance, progressive electro house",EDM,0.483,0.917,3,-2.528,1,0.0438,0.00235,0.000347,0.119,0.323,129.035,145174,4
7ppz0b5ecGXM8xHg5yGDhK,So Long (feat. Madi),Slushii,So Long (feat. Madi),50,"brostep, edm, future bass, pop dance",EDM,0.712,0.727,4,-5.22,0,0.0362,0.263,0.000257,0.13,0.492,145.014,178767,4
7pQ91NDrbkNC2hVgt2rj5a,Against All Odds,Sick Individuals,Against All Odds,26,"big room, dutch house, edm, electro house, pop dance, progressive electro house",EDM,0.49,0.85,3,-3.774,0,0.0482,0.0221,0,0.173,0.252,127.997,190171,4
7qnsYCFW7MaIUnNFC4UJFW,Mean It (feat. Wrabel) - Midnight Kids Remix,Cash Cash,Say It Like You Feel It,18,"dance pop, edm, electro house, electropowerpop, pop dance",EDM,0.609,0.544,5,-6.623,1,0.0418,0.24,1.27E-05,0.104,0.532,104.849,208000,4
7rOnrDcSOyPRSLq7YcfLPt,Back to Me,Afinity,Back to Me,35,melodic dubstep,EDM,0.548,0.48,8,-5.81,1,0.0308,0.5,1.58E-05,0.128,0.207,74.968,268800,4
7rRMmhC027ixjjXzuZYoMv,All Night Long,Jonas Blue,All Night Long,44,"pop, pop dance, tropical house, uk dance",EDM,0.572,0.811,6,-4.874,0,0.066,0.00887,5.65E-06,0.124,0.332,125.946,206667,4
7ruWjzDQymWE7oJfQB9Sj6,Light Headed,David Guetta,7,26,"big room, dance pop, edm, pop, pop dance",EDM,0.452,0.709,9,-6.053,0,0.0448,0.0595,0,0.124,0.343,139.883,178720,4
7tSO7DrrYpiMXX3zM4b3oM,Seek Bromance - Avicii Vocal Edit,Tim Berg,Seek Bromance,60,"edm, electro house, pop dance, progressive electro house",EDM,0.49,0.811,1,-2.524,0,0.044,0.0896,0,0.0898,0.547,125.965,200992,4
7uBaKZZVK0OZ6cqFGpGRXI,Don’t Need Love (with GRACEY),220 KID,Don't Need Love,58,uk dance,EDM,0.702,0.716,7,-5.378,0,0.0867,0.407,0,0.0749,0.607,123.893,195480,4
7v6j4F3UN6cOBewj0T20gf,Braids,Ekali,A World Away,21,"brostep, canadian electronic, edm, electro house, electronic trap, future bass, vapor twitch",EDM,0.522,0.722,6,-5.725,1,0.0506,0.0774,0.00238,0.113,0.0782,142.115,165634,4
7y7fPt0Tbv7IW4NLjrIpG4,San Francisco (feat. Sofia Carson),Galantis,San Francisco (with Sofia Carson),44,"dance pop, edm, pop, pop dance",EDM,0.741,0.689,4,-4.946,1,0.0447,0.0305,0,0.112,0.655,110.06,154877,4
01JcINkUIdzHd3bn5kqFqt,If Heaven Was A Sound,Hotel Apache,If Heaven Was A Sound,0,hopebeat,Pop/Indie,0.684,0.773,1,-7.669,1,0.0463,0.0431,0.568,0.0764,0.452,134.993,227556,4
04NMWz4ctkuILV6mUR2iWp,Lie,Sasha Alex Sloan,Lie,53,alt z,Pop/Indie,0.718,0.483,8,-6.596,1,0.0381,0.387,0.000208,0.124,0.29,103.997,209132,4
06iOabj1jleUkreYm1B2xe,Down,Oh Wonder,22 Break,15,"electropop, indie poptimism, pov: indie",Pop/Indie,0.566,0.526,8,-8.978,1,0.0344,0.162,0.458,0.107,0.338,102.022,183058,4
0Bbzp10kWw3OIr27CwPuHx,Down To Miami (feat. Becky G),Emotional Oranges,The Juicebox,42,indie r&b,Pop/Indie,0.623,0.611,5,-8.697,0,0.0608,0.299,0.00213,0.1,0.324,96.891,175943,4
0bPSRn4crnh5f1JhELPlyL,I Know A Place,MUNA,About U,57,"indie pop, indie poptimism, la pop, metropopolis",Pop/Indie,0.685,0.9,5,-4.626,0,0.151,0.137,0,0.2,0.779,111.991,272813,4
0cBohovCcJEFKOdEsw2g5F,lmho,flor,lmho,44,"hopebeat, indie poptimism, metropopolis",Pop/Indie,0.438,0.58,10,-5.584,0,0.0543,0.00426,0.00852,0.516,0.568,173.969,222000,4
0CZ8lquoTX2Dkg7Ak2inwA,1950,King Princess,1950,72,"alt z, indie pop, nyc pop",Pop/Indie,0.6,0.535,4,-7.043,1,0.107,0.648,4.70E-06,0.162,0.269,71.912,225133,4
0dc7vqP0w2kLg39jk2kVhU,Bounce,Emotional Oranges,Bounce,0,indie r&b,Pop/Indie,0.807,0.64,5,-6.243,0,0.0319,0.31,0.000163,0.139,0.415,106.025,172290,4
0dzKKW6FzIT7C38BdQBbgw,One More Weekend,Audien,One More Weekend,49,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house",EDM,0.667,0.899,2,-2.144,1,0.0411,0.387,0,0.0712,0.389,110.005,200587,4
0ECMzCZeBbQl6HkBl09gtC,If I Could,Ashley Kutcher,One Eighty,45,"alt z, gen z singer-songwriter",Pop/Indie,0.316,0.416,1,-9.566,1,0.0308,0.451,0,0.149,0.374,86.777,187233,4
0eSx5b1VuqB8ncSmXdhCpV,Not Worth It,Emotional Oranges,The Juice: Vol. II,45,indie r&b,Pop/Indie,0.758,0.53,4,-5.863,0,0.0283,0.0937,0.000154,0.164,0.525,108.011,186387,4
0FZoGTWJNMUYCzcJRXe5ny,the feeling,Nightly,wear your heart out,44,hopebeat,Pop/Indie,0.556,0.897,9,-3.612,1,0.0419,0.0131,0.000773,0.111,0.559,101.005,191287,4
0iQ77tSa7ncj7zBPtVx6cU,One Foot,WALK THE MOON,What If Nothing,62,"dance rock, modern alternative rock, modern rock, neo mellow, pop rock",Pop/Indie,0.582,0.822,0,-4.861,1,0.0365,0.00749,2.09E-06,0.818,0.471,100.025,261373,4
0IsB9kYyUfWVxFP85bFAmX,Dialtone,Hotel Apache,Dialtone,44,hopebeat,Pop/Indie,0.584,0.845,9,-8.835,1,0.0384,0.00322,0.000393,0.109,0.72,120.038,224000,4
0JsRZWdSquAQtgyJO8mhLA,Peaches,In The Valley Below,The Belt,57,"indie rock, shimmer pop",Pop/Indie,0.508,0.517,8,-8.054,0,0.0278,0.000717,0.0165,0.117,0.0543,103.935,285613,4
0JUa73C2r5beBMhy9NXX1E,The Night Out - Madeon Remix,Martin Solveig,The Night Out EP,33,EDM,EDM,0.452,0.896,8,-4.239,0,0.0654,0.00161,0.000157,0.14,0.35,127.984,220500,4
0kvAqbQjuIcEc2UToIWCL8,Good To Me,Loote,single.,30,"alt z, nyc pop",Pop/Indie,0.624,0.559,3,-6.819,1,0.0319,0.756,0,0.154,0.376,91.943,178253,4
0lQyu3gXsyuDj1MvZiVzXc,22 Make,Oh Wonder,22 Make,38,"electropop, indie poptimism, pov: indie",Pop/Indie,0.619,0.677,10,-9.087,1,0.0439,0.515,0.0109,0.248,0.674,100.011,212275,4
0lW4pTegPiPemW0BH29FSJ,drive all night,joan,drive all night,0,"hopebeat, indietronica, little rock indie",Pop/Indie,0.542,0.758,9,-5.032,1,0.0313,0.000184,5.76E-06,0.144,0.43,156.128,178480,4
0ojEn2GpidI32hiVF5nblj,"Stayaway - Now, Now Remix",MUNA,Stayaway,45,"indie pop, indie poptimism, la pop, metropopolis",Pop/Indie,0.42,0.676,9,-6.959,1,0.0368,0.0491,1.48E-05,0.0906,0.448,98.827,199000,4
0PiRp1VzEBHp68wY1M7zMs,are you sure?,Loote,lost,48,"alt z, nyc pop",Pop/Indie,0.579,0.618,0,-6.433,1,0.0473,0.42,0,0.109,0.285,106.087,204920,4
0rdwnhUXrxevC63E1EyizS,Heart's Not In It,Loote,Heart's Not In It,42,"alt z, nyc pop",Pop/Indie,0.855,0.475,7,-9.082,1,0.216,0.171,0,0.0517,0.612,99.954,145787,4
0skrS3ItclFdUYVZZeUy07,hate my favorite band,Nightly,hate my favorite band,0,hopebeat,Pop/Indie,0.577,0.813,10,-4.788,1,0.0306,0.0339,1.33E-06,0.196,0.795,103.061,174034,4
0sYfwwEy0UyNizk6na4zGm,Just Like You,Emotional Oranges,The Juice: Vol. II,53,indie r&b,Pop/Indie,0.722,0.683,1,-7.187,1,0.0333,0.00439,0.000642,0.125,0.522,101.034,215840,4
0uBdQzKghx88d2Lp8SLFKJ,I'm In Love With You,The 1975,I'm In Love With You,60,"modern alternative rock, modern rock, pop, pov: indie, rock",Pop/Indie,0.668,0.902,2,-3.924,1,0.0386,0.169,8.74E-05,0.198,0.913,119.008,262624,4
0ut5fcBj8819rAjg11096O,Warning Call (Theme From Mirror’s Edge Catalyst),CHVRCHES,Every Open Eye,0,"indietronica, metropopolis, neo-synthpop, shimmer pop",Pop/Indie,0.561,0.662,4,-7.26,1,0.0313,0.00329,1.02E-05,0.0723,0.108,94.975,272530,4
0vhaMhozCr9SKpqRvEltsX,Missing Out - The Midnight Remix,The Ivy,Missing Out (The Midnight Remix),39,hopebeat,Pop/Indie,0.679,0.674,1,-8.617,1,0.0323,0.233,2.43E-06,0.0879,0.459,100.015,209102,4
0ztHfh4CYFT1UmzTeHHIWL,Half Past You (feat. Future Jr.),ayokay,In the Shape of a Dream,44,"electropop, indie electropop, indie pop rap, indie poptimism",Pop/Indie,0.537,0.597,7,-7.641,0,0.0718,0.59,1.14E-05,0.101,0.388,79.96,174227,4
13b1K3CMI8ty3By3bPMRdD,She Got A Man,Emotional Oranges,The Juice: Vol. III,48,indie r&b,Pop/Indie,0.773,0.51,3,-7.402,0,0.0787,0.324,0.0122,0.0619,0.88,121.941,166498,4
14dJexYlvd3t3XAtD1pYW1,Oh Caroline,The 1975,Being Funny In A Foreign Language,71,"modern alternative rock, modern rock, pop, pov: indie, rock",Pop/Indie,0.646,0.85,2,-5.466,1,0.0428,0.363,4.01E-05,0.0994,0.819,96.538,212568,4
15e6YBARIuMIVOZ65PMXgj,Devotion,Emotional Oranges,The Juice: Vol. III,53,indie r&b,Pop/Indie,0.632,0.486,6,-10.152,0,0.0391,0.313,0.445,0.102,0.551,200.008,168233,4
164LL9rTyEZ6DF0KMgXxsJ,Men On The Moon,Chelsea Cutler,Men On The Moon,57,alt z,Pop/Indie,0.552,0.517,8,-7.906,1,0.0245,0.0211,0.00612,0.152,0.105,79.512,220798,4
175y20xw677gwBNO4HKBNw,smiling when i die,Sasha Alex Sloan,Self Portrait,35,alt z,Pop/Indie,0.697,0.413,0,-10.59,0,0.169,0.834,0.00179,0.105,0.264,92.908,206387,4
19EiGHJ6ukPjXG2pVYZb20,Wildest Dreams,LÉON,Circles,8,"indie poptimism, metropopolis",Pop/Indie,0.458,0.643,0,-7.319,1,0.0277,0.00201,0.0043,0.138,0.437,142.996,283505,4
1azXAzGWeQvgzwlkwmOlo7,i wish you loved me,Nightly,i wish you loved me,0,hopebeat,Pop/Indie,0.627,0.712,0,-4.661,1,0.0236,0.102,0.000215,0.0887,0.745,104.015,200410,4
1bAJWkProKwSliGNHjAteu,Namedropper,Valley,MAYBE,38,"hopebeat, indietronica, singer-songwriter pop",Pop/Indie,0.67,0.787,1,-8.366,0,0.0267,0.0174,1.05E-05,0.0879,0.773,126.005,201573,4
1fDFHXcykq4iw8Gg7s5hG9,About You,The 1975,Being Funny In A Foreign Language,84,"modern alternative rock, modern rock, pop, pov: indie, rock",Pop/Indie,0.416,0.762,2,-7.385,1,0.0279,0.312,0.804,0.0559,0.461,95.967,326491,4
1Gl8PKu5MzKuVWEf5xc0lX,I Wish I Never Met You,Oh Wonder,No One Else Can Wear Your Crown,43,"electropop, indie poptimism, pov: indie",Pop/Indie,0.471,0.496,1,-9.947,1,0.225,0.667,6.67E-05,0.112,0.602,93.999,179081,4
1hPwlWlrGzcavwBCcS2gDD,Longer Than I Thought (feat. Joe Jonas),Loote,single.,40,"alt z, nyc pop",Pop/Indie,0.759,0.717,9,-5.864,1,0.084,0.0871,4.57E-06,0.355,0.362,117.999,215827,4
1IPIgDNQNF9dFHkyOEkojp,Come First,Astrid S,Come First,45,"alt z, norwegian pop, pop, uk pop",Pop/Indie,0.758,0.799,8,-6.547,1,0.0306,0.0133,0.00175,0.0935,0.603,134.036,132900,4
1KFRlrRRuvyrIwgjcSr1Qr,Built That Way,Emotional Oranges,The Juice: Vol. I,47,indie r&b,Pop/Indie,0.704,0.643,1,-7.237,0,0.0859,0.236,1.56E-05,0.0665,0.721,92.026,199040,4
1LBWzdOH7QMrZ2ychzzvPB,Keep On Dancing,Oh Wonder,Home Tapes,44,"electropop, indie poptimism, pov: indie",Pop/Indie,0.59,0.562,1,-7.677,1,0.35,0.616,8.41E-05,0.092,0.607,82.357,195493,4
1mSeH8fuRPe0eKLCfsbdet,Stay,Hotel Apache,I'll Explain Later,46,hopebeat,Pop/Indie,0.623,0.852,0,-6.004,1,0.0441,0.0124,0,0.129,0.789,108.007,207778,4
1NKshgxaawDSlAoS7572iR,This Love Rightfully Belongs To Somebody Else,Hotel Apache,This Love Rightfully Belongs To Somebody Else,0,hopebeat,Pop/Indie,0.665,0.545,10,-7.334,1,0.0408,0.448,0.000122,0.155,0.557,120.015,194500,4
1NugTTKNOXPgJhrMy9MDOq,Like Home,Great Good Fine Ok,GGFOUR,4,"hopebeat, indie poptimism, metropopolis, neo-synthpop, nyc pop",Pop/Indie,0.695,0.809,4,-4.699,0,0.0495,0.102,5.60E-06,0.191,0.418,102.057,205556,4
1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,Sara Kays,Remember That Night?,79,"alt z, gen z singer-songwriter, modern indie pop",Pop/Indie,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51E-05,0.156,0.554,123.978,227186,4
1qWV2QMhVwWRDAbirrkkf1,Give Me A Reason,Jillian Rossi,Give Me A Reason,52,"alt z, gen z singer-songwriter",Pop/Indie,0.33,0.658,9,-5.551,1,0.0929,0.31,7.37E-05,0.0988,0.142,194.98,135306,4
1QzAyelk8nQFqdtjrvYRuW,Lost Hearts,Hotel Apache,Lost Hearts,39,hopebeat,Pop/Indie,0.527,0.892,0,-6.406,1,0.0558,0.0133,5.62E-05,0.31,0.542,115.071,186261,4
1R6HCzZI4o2gwaax6pw8ry,Brave Soul,ILLENIUM,Fallen Embers,46,"edm, melodic dubstep, pop dance",Pop/Indie,0.517,0.309,5,-8.606,0,0.0358,0.384,2.53E-06,0.102,0.256,90.036,277333,4
1T3FKTZL95t2YIGwj7vHwE,Screaming,CHVRCHES,Screen Violence: Director’s Cut,0,"indietronica, metropopolis, neo-synthpop, shimmer pop",Pop/Indie,0.457,0.722,2,-7.614,1,0.0305,0.0125,0.000669,0.0958,0.356,77.481,214543,4
1vJKO2Phq0XB5MoZ6iMx8x,Wishful Thinking,Gracie Abrams,This Is What It Feels Like,59,alt z,Pop/Indie,0.679,0.523,7,-7.36,1,0.0352,0.429,1.52E-05,0.187,0.287,120.032,160561,4
1vm5Vzaw0adf4BmVmWsdni,Who You Are,Loote,Who You Are,29,"alt z, nyc pop",Pop/Indie,0.396,0.275,0,-11.416,1,0.0463,0.823,0,0.127,0.198,102.129,195721,1
1VpsvfQLH7WPYjQ58aZo1u,Oh shit…are we in love?,Valley,Oh shit…are we in love?,38,"hopebeat, indietronica, singer-songwriter pop",Pop/Indie,0.697,0.515,6,-6.335,1,0.0502,0.0576,1.81E-06,0.294,0.37,95.086,155385,4
1WCEAGGRD066z2Q89ObXTq,Crazy What Love Can Do,David Guetta,Crazy What Love Can Do,79,"big room, dance pop, edm, pop, pop dance",Pop/Indie,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,169756,4
1ZeEmefG4BI3iFss1AcJxC,And It Breaks My Heart,LÉON,Apart,13,"indie poptimism, metropopolis",Pop/Indie,0.557,0.561,11,-5.81,0,0.0326,0.1,7.38E-06,0.147,0.307,114.926,246841,4
1ZQwftFvuyrHrl41HA9dOC,Ultralife,Oh Wonder,Ultralife,45,"electropop, indie poptimism, pov: indie",Pop/Indie,0.442,0.782,3,-4.255,1,0.0477,0.235,0.0055,0.195,0.431,95.148,211573,4
20dzNmMviWVlnxgkmLOvxQ,Look Like That,LÉON,Circles,8,"indie poptimism, metropopolis",Pop/Indie,0.606,0.515,1,-8.086,1,0.0344,0.191,0,0.122,0.367,109.931,253157,4
20PAvkdQeGeVEhptgy7Azo,Playing Dead,CHVRCHES,Every Open Eye,0,"indietronica, metropopolis, neo-synthpop, shimmer pop",Pop/Indie,0.563,0.743,3,-4.831,0,0.0301,0.0169,0.000346,0.203,0.485,92.998,215696,4
26ZCR1Zd74fvBJvH1o1rbx,Daydream,The Aces,Under My Influence,53,"alt z, indie pop, indie poptimism, uk pop",Pop/Indie,0.696,0.798,4,-5.541,1,0.0578,0.0862,0,0.384,0.817,107.018,150793,4
287p7lbcw95SrINpsNJTzk,Magnificent,Oh Wonder,Magnificent,0,"electropop, indie poptimism, pov: indie",Pop/Indie,0.622,0.392,9,-12.572,1,0.0405,0.336,0.00962,0.073,0.413,79.977,268528,4
29izGj5WZ39AU3p4ilkFcF,Graffiti,CHVRCHES,Love Is Dead,0,"indietronica, metropopolis, neo-synthpop, shimmer pop",Pop/Indie,0.474,0.802,4,-4.76,1,0.0351,0.0115,0.00115,0.148,0.343,86.995,218590,4
2G0Euh2XsSOtvgtMbysJmE,lost,Loote,lost,45,"alt z, nyc pop",Pop/Indie,0.577,0.707,4,-6.014,1,0.0356,0.0803,0,0.148,0.317,97.067,176507,4
2I4u1DU7rCijbtR2F3dgx6,So Far So Good,Great Good Fine Ok,Great Good Five Ok,46,"hopebeat, indie poptimism, metropopolis, neo-synthpop, nyc pop",Pop/Indie,0.777,0.809,8,-4.611,1,0.0802,0.0253,7.47E-06,0.296,0.913,110.006,171290,4
2ihCaVdNZmnHZWt0fvAM7B,Little Talks,Of Monsters and Men,My Head Is An Animal,84,"folk-pop, metropopolis, modern rock, stomp and holler",Pop/Indie,0.457,0.757,1,-5.177,1,0.032,0.0206,0,0.146,0.417,102.961,266600,4
2ivtxrb03nJndPdvOIilQt,Summer Air,Glades,This Is What It's Like,0,"indie electropop, indie poptimism, metropopolis",Pop/Indie,0.606,0.752,7,-5.262,0,0.0403,0.0493,0.000271,0.133,0.522,111.975,208288,4
2juRTLgqPmkOjgUCVcXOeC,Someone You Hate,Sasha Alex Sloan,Only Child,44,alt z,Pop/Indie,0.697,0.523,2,-9.397,1,0.0287,0.502,0.000158,0.101,0.456,110.915,236053,4
2Kqz2NwNRBqg0nJMQU5xjJ,Play Along,flor,Play Along,0,"hopebeat, indie poptimism, metropopolis",Pop/Indie,0.51,0.615,7,-6.482,1,0.0311,0.00195,1.05E-06,0.164,0.184,103.972,191919,4
2kUHPCwQ5sbqK3aOcgogsp,Turn You On,Cherry Pools,Turn You On,41,"hopebeat, la pop",Pop/Indie,0.632,0.784,4,-5.53,1,0.0688,0.0957,0,0.0874,0.626,119.995,208167,4
2L9N0zZnd37dwF0clgxMGI,ceilings,Lizzy McAlpine,five seconds flat,87,"alt z, boston folk, indie pop, singer-songwriter pop",Pop/Indie,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,182888,3
2lLOg2VvPBMoCUOvhJ2ILe,No Words (feat. Yendry),Emotional Oranges,The Juicebox,33,indie r&b,Pop/Indie,0.762,0.538,4,-11.663,0,0.0532,0.445,0.0402,0.0867,0.212,113.019,190105,4
2mUwmGURF88GerNSE3UcUO,plsrspnd,Hotel Apache,plsrspnd,26,hopebeat,Pop/Indie,0.549,0.883,10,-4.821,1,0.0599,0.45,0.0251,0.0935,0.621,179.895,218667,4
2oiAK0q2T92O0pQxLEo4Yn,Exes,Loote,Exes,35,"alt z, nyc pop",Pop/Indie,0.741,0.634,11,-6.849,1,0.0689,0.632,0,0.133,0.77,99.815,128773,4
2pE0CMK1fE3mfU0eEOHhKw,The Mother We Share,CHVRCHES,The Bones of What You Believe,0,"indietronica, metropopolis, neo-synthpop, shimmer pop",Pop/Indie,0.46,0.686,1,-6.43,1,0.0301,0.0324,4.45E-06,0.126,0.338,173.829,191294,4
2QwpEi3eNToZCCMMRcOj0u,14-Feb,The Band CAMINO,My Thoughts On You,60,"hopebeat, pov: indie",Pop/Indie,0.607,0.709,9,-7.428,1,0.0538,0.372,0,0.294,0.551,97.006,163690,4
2rggoRqUqZcsznpwSRYSqx,You Don’t Look at Me the Same,Great Good Fine Ok,Great Good Five Ok,39,"hopebeat, indie poptimism, metropopolis, neo-synthpop, nyc pop",Pop/Indie,0.723,0.471,2,-8.503,1,0.0316,0.642,0,0.166,0.652,122.044,176653,4
2RLTrDptf94QdHvAWPTutK,unsaid,flor,reimagined,39,"hopebeat, indie poptimism, metropopolis",Pop/Indie,0.681,0.534,1,-7.35,1,0.0369,0.113,0.0088,0.0947,0.88,204.007,186108,4
2T5gek6cVGe3LBTe9lCFMe,Nebraska,Oh Wonder,No One Else Can Wear Your Crown,37,"electropop, indie poptimism, pov: indie",Pop/Indie,0.502,0.242,7,-16.392,1,0.0403,0.903,0.000277,0.222,0.398,114.124,174681,4
2ulS1N08VvRqW4aifdBDMo,Dare Me,Hotel Apache,I'll Explain Later,34,hopebeat,Pop/Indie,0.713,0.698,11,-7.705,1,0.0381,0.119,1.15E-06,0.367,0.396,110.968,239722,4
2wG7MgpfXMCzQcTPCt78Tb,Getting Late (feat. Danni Carra),SLANDER,Getting Late (feat. Danni Carra),46,dubstep,Pop/Indie,0.43,0.811,3,-2.712,1,0.0621,0.0315,0,0.315,0.238,159.988,231750,4
2wXhdaTnmkkFSOidKfnOxA,Want You Back,HAIM,Something to Tell You,51,"indietronica, metropopolis",Pop/Indie,0.635,0.853,0,-3.926,1,0.048,0.121,0,0.371,0.372,112.964,232120,4
2yj8xbWxfrW8azD7VDQBER,Sundays,Emotional Oranges,The Juice: Vol. II,55,indie r&b,Pop/Indie,0.737,0.558,7,-7.596,0,0.0275,0.225,0.106,0.124,0.416,97.992,189093,4
2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,Blurryface,85,"modern rock, pop, pov: indie, rock",Pop/Indie,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,214507,4
310d8Vawp5kYDYrGrrTAzl,King And Lionheart,Of Monsters and Men,My Head Is An Animal,64,"folk-pop, metropopolis, modern rock, stomp and holler",Pop/Indie,0.52,0.655,3,-6.519,1,0.0394,0.105,0.00384,0.124,0.29,126.593,273853,4
316r1KLN0bcmpr7TZcMCXT,The Sound,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",63,"modern alternative rock, modern rock, pop, pov: indie, rock",Pop/Indie,0.646,0.938,0,-4.735,1,0.0754,0.0875,6.52E-06,0.447,0.545,120.708,248880,4
31r5NLOx5L31PWYT9GvCQV,Better in My Head,The Ivy,Better in My Head,47,hopebeat,Pop/Indie,0.613,0.718,6,-7.862,1,0.0448,0.0984,0.00127,0.207,0.532,112.016,253760,4
342eeP9yZTw5mpqNUDh8I0,Every Night,flor,Every Night,42,"hopebeat, indie poptimism, metropopolis",Pop/Indie,0.455,0.874,7,-5.625,1,0.0844,4.61E-05,0.0575,0.0882,0.84,169.819,200005,4
35IcAVSMsU9qzHfpPbvC8A,Feels Like,Gracie Abrams,This Is What It Feels Like,78,alt z,Pop/Indie,0.617,0.483,11,-7.359,1,0.0458,0.702,0.000216,0.121,0.176,144.99,152318,4
37Uhy9EHtf9XNQIEFjpRkp,IRL,Fickle Friends,Are We Gonna Be Alright?,30,"gauze pop, indie poptimism, metropopolis",Pop/Indie,0.663,0.814,5,-5.692,1,0.0608,0.072,3.99E-05,0.763,0.775,101.899,204065,4
3958pXoS7df0FN0cA7ZMdD,Not About You,Glades,Not About You,0,"indie electropop, indie poptimism, metropopolis",Pop/Indie,0.618,0.708,6,-5.31,1,0.0369,0.0138,0,0.142,0.666,93.059,190137,4
3amDntxWUf9vsrdl3BwNa8,SAY SOMETHING,Alexa Cappelli,SAY SOMETHING,43,alt z,Pop/Indie,0.795,0.466,1,-4.866,1,0.125,0.408,0,0.116,0.485,99.946,175425,4
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,Blurryface,88,"modern rock, pop, pov: indie, rock",Pop/Indie,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,202333,4
3CRtbOoAP82y0VbPO5j1ft,Too Sad To Cry,Sasha Alex Sloan,Self Portrait,61,alt z,Pop/Indie,0.515,0.27,10,-9.935,1,0.0357,0.842,0,0.114,0.234,120.483,208987,4
3G6hD9B2ZHOsgf4WfNu7X1,Team,Lorde,Pure Heroine,81,"art pop, metropopolis, nz pop, pop",Pop/Indie,0.69,0.578,6,-7.436,1,0.0929,0.167,0,0.305,0.416,99.961,193059,4
3G9l0CsH7HCkr0SqDE1juj,Happiness,The 1975,Happiness,52,"modern alternative rock, modern rock, pop, pov: indie, rock",Pop/Indie,0.666,0.909,11,-5.029,1,0.039,0.0438,0.108,0.219,0.846,118.007,303904,4
3gdiyrJ3d1FGnYnCrVKwph,Hurt Again,Jillian Rossi,Hurt Again,48,"alt z, gen z singer-songwriter",Pop/Indie,0.638,0.564,9,-5.876,1,0.0374,0.123,2.97E-06,0.0811,0.109,96.08,126562,4
3h2aYVv7RHnOW0qGGYdYIT,Close Your Eyes,KSHMR,Close Your Eyes,55,"big room, dutch house, edm, electro house, indian edm, pop dance, progressive electro house, slap house",Pop/Indie,0.51,0.898,11,-1.218,1,0.0772,0.0294,3.14E-05,0.255,0.483,179.969,168833,4
3Ie71XbriZ9qlXFZlEq8FJ,Hold You Back,Emotional Oranges,The Juice: Vol. I,44,indie r&b,Pop/Indie,0.753,0.575,8,-8.559,0,0.0414,0.0737,0.0271,0.133,0.519,97.989,182533,4
3iEqGBZ2wcpVzhiAcwXVC6,If You’re Too Shy (Let Me Know) - Edit,The 1975,If You’re Too Shy (Let Me Know),54,"modern alternative rock, modern rock, pop, pov: indie, rock",Pop/Indie,0.651,0.806,2,-4.842,1,0.0311,0.00399,0.00455,0.0927,0.386,125.641,239877,4
3JZI156Z5MV9PMYn7US4q9,Fool of Myself,The Band CAMINO,Fool of Myself,40,"hopebeat, pov: indie",Pop/Indie,0.545,0.541,0,-6.039,1,0.0299,0.371,0.000247,0.103,0.664,153.507,213215,4
